#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 21:29:43       0    156     71      -     64      5      0      0      -      -   3615   1531  10491      2      0 
 21:29:43       1    136     69      -     48      4      0      0      -      -   3615   1531  10491      2      0 
 21:29:43       2    123     68      -     60      4      0      0      -      -   3615   1531  10491      2      0 
 21:29:43       3    108     65      -     58      4      0      0      -      -   3615   1531  10491      2      0 
 21:30:13       0    183     71      -     98      9      0      0      -      -   3615   1531  10491      2      0 
 21:30:13       1    185     70      -     97     11      0      0      -      -   3615   1531  10491      2      0 
 21:30:13       2    187     69      -     98     10      0      0      -      -   3615   1531  10491      2      0 
 21:30:13       3    180     66      -     97     13      0      0      -      -   3615   1531  10491      2      0 
 21:30:43       0    180     71      -     92     12      0      0      -      -   3615   1531  10491      2      0 
 21:30:43       1    187     69      -     84     11      0      0      -      -   3615   1531  10491      2      0 
 21:30:43       2    174     68      -     98     11      0      0      -      -   3615   1531  10491      2      0 
 21:30:43       3    155     65      -     89     12      0      0      -      -   3615   1531  10491      2      0 
 21:31:13       0     14     63      -      0      0      0      0      -      -    405    544      0      2      0 
 21:31:13       1     14     62      -      0      0      0      0      -      -    405    544      0      2      0 
 21:31:13       2     16     62      -      0      0      0      0      -      -    405    544      0      2      0 
 21:31:13       3     14     58      -      0      0      0      0      -      -    405    544      0      2      0 
 21:31:43       0    133     62      -     94     19      0      0      -      -   3615   1531   9723      2      0 
 21:31:43       1    129     61      -     94     19      0      0      -      -   3615   1531   9723      2      0 
 21:31:43       2    115     60      -     89     19      0      0      -      -   3615   1531   9723      2      0 
 21:31:43       3     95     58      -     89     19      0      0      -      -   3615   1531   9723      2      0 
 21:32:13       0    131     64      -     94     18      0      0      -      -   3615   1531   9723      2      0 
 21:32:13       1    158     63      -     94     18      0      0      -      -   3615   1531   9723      2      0 
 21:32:13       2    124     62      -     90     18      0      0      -      -   3615   1531   9723      2      0 
 21:32:13       3    133     60      -     90     19      0      0      -      -   3615   1531   9723      2      0 
 21:32:43       0    113     66      -     94     18      0      0      -      -   3615   1531   9723      2      0 
 21:32:43       1    149     64      -     95     17      0      0      -      -   3615   1531   9723      2      0 
 21:32:43       2    148     64      -     91     17      0      0      -      -   3615   1531   9723      2      0 
 21:32:43       3    126     62      -     91     16      0      0      -      -   3615   1531   9723      2      0 
 21:33:13       0    123     67      -     94     17      0      0      -      -   3615   1531   9723      2      0 
 21:33:13       1    142     66      -     95     16      0      0      -      -   3615   1531   9723      2      0 
 21:33:13       2    132     65      -     92     16      0      0      -      -   3615   1531   9723      2      0 
 21:33:13       3    115     63      -     91     16      0      0      -      -   3615   1531   9723      2      0 
 21:33:43       0    130     68      -     94     19      0      0      -      -   3615   1531   9723      2      0 
 21:33:43       1    118     67      -     94     19      0      0      -      -   3615   1531   9723      2      0 
 21:33:43       2    139     66      -     89     19      0      0      -      -   3615   1531   9723      2      0 
 21:33:43       3    155     63      -     89     19      0      0      -      -   3615   1531   9723      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 21:34:13       0    128     68      -     94     17      0      0      -      -   3615   1531   9723      2      0 
 21:34:13       1    142     67      -     94     18      0      0      -      -   3615   1531   9723      2      0 
 21:34:13       2    151     66      -     90     17      0      0      -      -   3615   1531   9723      2      0 
 21:34:13       3    151     63      -     90     18      0      0      -      -   3615   1531   9723      2      0 
 21:34:43       0    143     69      -     94     18      0      0      -      -   3615   1531   9723      2      0 
 21:34:43       1    132     68      -     94     16      0      0      -      -   3615   1531   9723      2      0 
 21:34:43       2    145     67      -     91     17      0      0      -      -   3615   1531   9723      2      0 
 21:34:43       3    157     64      -     90     18      0      0      -      -   3615   1531   9723      2      0 
 21:35:13       0    147     70      -     95     15      0      0      -      -   3615   1531   9723      2      0 
 21:35:13       1    133     68      -     95     15      0      0      -      -   3615   1531   9723      2      0 
 21:35:13       2    141     68      -     92     15      0      0      -      -   3615   1531   9723      2      0 
 21:35:13       3    137     65      -     90     17      0      0      -      -   3615   1531   9723      2      0 
 21:35:43       0    137     70      -     89     15      0      0      -      -   3615   1531   9723      2      0 
 21:35:43       1    162     69      -     77     13      0      0      -      -   3615   1531   9723      2      0 
 21:35:43       2    135     68      -     74     14      0      0      -      -   3615   1531   9723      2      0 
 21:35:43       3    131     65      -     91     17      0      0      -      -   3615   1531   9723      2      0 
 21:36:13       0    108     71      -     93     15      0      0      -      -   3615   1531   9723      2      0 
